URL,Version,Status,OIDs,Name,Title,Description,Used
http://ltc-ig.fhir.tw/CodeSystem/ICD-10-PCS-2023-TW-F-CS,1.1.0,active,"2.25.173002229864480078980852196617798676431",ICD10PCS2023TWFCS,臺灣 2023 年中文版 ICD-10-PCS-F-復健及診斷性聽力學,"臺灣 2023 年中文版 ICD-10-PCS 復健及診斷性聽力學(Physical Rehabilitation and Diagnostic Audiology)，章節數值為「F」。 包括：復健、診斷性聽力學。 代碼出版日期：2023-11-10；資料所屬單位：衛生福利部中央健康保險署。 因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。本 CodeSystem 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。","ValueSet/ICD-10-PCS-2023-TW-F-VS"
http://ltc-ig.fhir.tw/CodeSystem/PatientIdentityCS-TWLTC,1.1.0,active,"2.25.183908346030576353341425982526024496690",PatientIdentityCSTWLTC,個案身分別代碼,"個案身分別代碼","ValueSet/PatientIdentityVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralCarePlanCS-TWLTC,1.1.0,active,"2.25.331038000319735660568566000808774671113",ReferralCarePlanCSTWLTC,轉介單申請服務種類代碼,"用於表述個案欲申請的服務項目。","ValueSet/ReferralCarePlanVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionCaregiverCS-TWLTC,1.1.0,active,"2.25.234945324398988787919068777619500322446",ReferralConditionCaregiverCSTWLTC,轉介單看護狀況代碼,"用於表述個案雇用看護的狀況。","ValueSet/ReferralConditionCaregiverVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionCrushCS-TWLTC,1.1.0,active,"2.25.276529238070119313889804260776559609845",ReferralConditionCrushCSTWLTC,轉介單壓傷狀況代碼,"用於表述個案的壓傷狀況。","ValueSet/ReferralConditionCrushVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionResidenceCS-TWLTC,1.1.0,active,"2.25.41808680126746010032435683244941033829",ReferralConditionResidenceCSTWLTC,轉介單居住狀況代碼,"用於表述個案的居住狀況","ValueSet/ReferralConditionResidenceVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionTubeCS-TWLTC,1.1.0,active,"2.25.67405370551151571954551718356546714801",ReferralConditionTubeCSTWLTC,轉介單管路狀況代碼,"用於表述轉介單的狀況代碼，包含身心障礙手冊、管路、壓傷、居住狀況、看護、主要問題及需求等。","ValueSet/ReferralConditionTubeVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/RelationshipTypeCS-TWLTC,1.1.0,active,"2.25.155919568510096440474798289764101128839",RelationshipTypeCSTWLTC,關係類型擴展代碼,"關係人與個案的關係類型擴展代碼，新增孫媳婦、孫女婿、聘用看護-本國籍、聘用看護-外國籍等代碼","ValueSet/RelationshipTypeVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/SportTrainingCS-Sport,1.1.0,active,"2.25.261844103231345183190408424029377248697",SportTrainingCS,身體活動量測-重量訓練代碼系統,"此代碼系統定義重量訓練各個方面的代碼，包括使用的重量、執行的組數以及每組的重複次數。本 CodeSystem 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。","ValueSet/SportTrainingVS-Sport"
http://ltc-ig.fhir.tw/CodeSystem/TempCodeCS-Sport,1.1.0,active,"2.25.11357887874692034880853540835400218492",TempCodeCSSport,身體活動量測-暫用代碼,"身體活動量測暫時使用的代碼，目前無官方代碼。本 CodeSystem 繼承自身體活動量測 IG，後續將配合官方代碼更新。","ValueSet/TempCodeVS-Sport"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-assessment-component,1.1.0,active,"2.25.99584627007454913989616001866454738820",CS_TW_LTC_AssessmentComponent,長照 SDK－評估核定摘要－欄位碼,"此 CodeSystem 定義長照 SDK 評估核定摘要的欄位碼。","ValueSet/vs-tw-ltc-assessment-component"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-assessment-type,1.1.0,active,"2.25.66954549705417428801000181231177345055",CS_TW_LTC_AssessmentType,長照 SDK－評估類型,"對應 r2.8 / r3.21：出院銜接、初評、複評、計畫異動、舊系統無評估轉入、身障居服匯入、AA計劃異動。","ValueSet/vs-tw-ltc-assessment-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-benefit-type,1.1.0,active,"2.25.252440327269316918026599523118404482708",CS_TW_LTC_BenefitType,長照 SDK－核定額度－金流欄位,"此 CodeSystem 定義長照 SDK 核定額度中的金流欄位代碼。","ValueSet/vs-tw-ltc-benefit-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-case-source,1.1.0,active,"2.25.190870353172104733550910222730752386044",CS_TW_LTC_Case_Source,長照 SDK－申請來源（暫行）,"申請來源常見分類（待以 Excel 實值更新）。","ValueSet/vs-tw-ltc-case-source"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-cmslevel,1.1.0,active,"2.25.75074889836106109751005844669027341181",CS_TW_LTC_CMSLevel,長照 SDK－CMS 等級,"對應 r2.5：1, 1a, 1b, 2..8。","ValueSet/vs-tw-ltc-cmslevel"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-aa10-status,1.1.0,active,"2.25.1861194063152264927680515498655853192",CS_TW_LTC_FeeAuditAA10Status,支付審查－AA10 申報狀態,"衛生福利部支付審核系統 API（照管平台）服務記錄申報之「AA10 申報狀態」（aa10_status）代碼，用以表示夜間緊急服務（AA10）之申報與確認情形，預設為 0（未申報）。","ValueSet/vs-tw-ltc-feeaudit-aa10-status"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-adjudication,1.1.0,active,"2.25.234101207453386091746621372782033473905",CS_TW_LTC_FeeAuditAdjudication,支付審查－核定金額類別,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》「(查詢B)分案審核明細查詢」回覆明細中各項金額欄位之類別代碼，供 ClaimResponse.total.category 與 ClaimResponse.item.adjudication.category 使用。其中核定金額（approveFee）、核增金額（incInAcc）、核減金額（decInAcc）、政策鼓勵金額（aSvcFee）、分案暫付金額（tempPaymentFee）為長照支付審查特有、國際標準無對應者；申請核銷金額（submitted）、自付額（copayment）與單價（price）則與 HL7 標準代碼系統 http://terminology.hl7.org/CodeSystem/adjudication 之 submitted、copay、eligible 語意相近，本 CodeSystem 為保持同一組金額類別代碼之一致性而一併收錄，實作者於跨國情境交換時得改用該標準代碼。","ValueSet/vs-tw-ltc-feeaudit-adjudication"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-api-function,1.1.0,active,"2.25.100617236274267559797425446983062975626",CS_TW_LTC_FeeAuditApiFunction,支付審查－API 功能,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》代碼說明章節中「API Function－API Function 名稱」之代碼，用於表示交易單所對應的支付審核系統 API 功能。","ValueSet/vs-tw-ltc-feeaudit-api-function"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-api-status,1.1.0,active,"2.25.177876761818824588762965691418027452372",CS_TW_LTC_FeeAuditApiStatus,支付審查－API 執行狀況,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》代碼說明章節中「status－API執行狀況」之代碼，用於表示服務單位所送交易單於支付審核系統之處理狀況。","ValueSet/vs-tw-ltc-feeaudit-api-status"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-bd03-type,1.1.0,active,"2.25.156875812551001506213624344159842438445",CS_TW_LTC_FeeAuditBD03Type,支付審查－社區式服務交通接送服務使用類型,"衛生福利部支付審核系統 API（照管平台）服務記錄申報之「社區式服務交通接送（BD03）服務使用類型」（bd03_type）代碼，申報 BD03 照顧組合時必填，預設為 1（社區式長照機構）。","ValueSet/vs-tw-ltc-feeaudit-bd03-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-case-status,1.1.0,active,"2.25.294566398219796456696657442940868771796",CS_TW_LTC_FeeAuditCaseStatus,支付審查－核銷狀況,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》代碼說明章節中「status－核銷狀況」之代碼，用於表示分案在支付審核流程中的核銷處理狀況。","ValueSet/vs-tw-ltc-feeaudit-case-status"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-city,1.1.0,active,"2.25.324481967880524752564801350693465141904",CS_TW_LTC_FeeAuditCity,支付審查－縣市代碼,"衛生福利部支付審核系統（照管平台）API 規格說明書 v2.2.1 之 city_cd（縣市名稱）代碼表，共 22 個直轄市、縣（市），用於標示分案、申請單與服務紀錄所屬之縣市。本代碼系統為支付審核系統專用代碼，與 TW Core IG 之郵遞區號代碼系統（TWPostalCode3／TWPostalCode5／TWPostalCode6，https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/postal-code3-tw 等）用途不同，郵遞區號用於表述地址之投遞區域，本代碼系統則用於表述支付審核業務之行政轄區歸屬，兩者不可互相替代。","ValueSet/vs-tw-ltc-feeaudit-city"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-doc-type,1.1.0,active,"2.25.317166629504320931196084751276735561505",CS_TW_LTC_FeeAuditDocType,支付審查－清冊文件類別,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》「(查詢B)分案審核明細查詢」回覆明細中各項下載路徑所對應的清冊與總表文件類別代碼。","ValueSet/vs-tw-ltc-feeaudit-doc-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-error-code,1.1.0,active,"2.25.154081174417565057576308580299251643194",CS_TW_LTC_FeeAuditErrorCode,支付審查－錯誤代碼,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》代碼說明章節中「err_code－錯誤代碼與訊息」之代碼，用於表示服務紀錄申報、審查與回覆過程中所產生之各項錯誤原因，涵蓋欄位必填與長度檢核（E1xxx）、格式檢核（E2xxx）、資料查詢與寫入異常（E4xxx）、審核規則檢核（E5xxx）及各支付碼專屬檢核（EBA、EBC、ECB、EGA、EOT、ESC 系列）。","ValueSet/vs-tw-ltc-feeaudit-error-code"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-fee-type,1.1.0,active,"2.25.62361481375680135174465343933742312186",CS_TW_LTC_FeeAuditFeeType,支付審查－服務類別,"衛生福利部支付審核系統 API（照管平台）服務記錄申報之「服務類別」（svc_fee_tp）代碼，用以區分該筆個案服務紀錄係由政府補助或由民眾自費支付。","ValueSet/vs-tw-ltc-feeaudit-fee-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-rtncode,1.1.0,active,"2.25.323019679525679610215400809518030217916",CS_TW_LTC_FeeAuditRtnCode,支付審查－API 回覆結果代碼,"此 CodeSystem 定義《衛生福利部 支付審核系統 API 規格說明書（照管平台）》Response 格式中「rtncode－回覆結果代碼」之代碼，用於表示支付審核系統對服務提供單位所送 API 請求之處理結果，包含成功回傳、參數檢核錯誤、權限與流量限制及系統異常等情形。","ValueSet/vs-tw-ltc-feeaudit-rtncode"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-supporting-info,1.1.0,active,"2.25.241334038473382339597409760065494505023",CS_TW_LTC_FeeAuditSupportingInfo,支付審查－服務紀錄補充資訊類別,"《衛生福利部 支付審核系統 API 規格說明書（照管平台）v2.2.1》「服務記錄申報（FeeApply）」中，隨照顧組合代碼（gov_item_cd）而特化之欄位分類碼，作為 Claim.supportingInfo.category 之取值，用以承載 AA00 個管服務、C 碼專業服務、交通接送（BD03、DA01）及各項申報旗標等補充資訊。","ValueSet/vs-tw-ltc-feeaudit-supporting-info"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-svc-item,1.1.0,active,"2.25.13080140402475534747811958664981694751",CS_TW_LTC_FeeAuditSvcItem,支付審查－服務項目,"支付審核系統（照管平台）個案服務紀錄之「服務項目」（svc_item）代碼，申報 AA00 必填寫，可複選（原始電文以「|」分隔多個選項）。","ValueSet/vs-tw-ltc-feeaudit-svc-item"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-svc-people,1.1.0,active,"2.25.5260566181961141365521171980732386299",CS_TW_LTC_FeeAuditSvcPeople,支付審查－服務對象,"支付審核系統（照管平台）個案服務紀錄之「服務對象」（svc_people）代碼，申報 AA00 必填寫，可複選（原始電文以「|」分隔多個選項）。","ValueSet/vs-tw-ltc-feeaudit-svc-people"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-svc-point,1.1.0,active,"2.25.272718911806665048437219954271657783529",CS_TW_LTC_FeeAuditSvcPoint,支付審查－服務重點,"支付審核系統（照管平台）個案服務紀錄之「服務重點」（svc_point）代碼，申報 AA00 填寫，可複選（原始電文以「|」分隔多個選項）。","ValueSet/vs-tw-ltc-feeaudit-svc-point"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-feeaudit-svcc-goal-type,1.1.0,active,"2.25.137889511918632381226502387061814940877",CS_TW_LTC_FeeAuditSvccGoalType,支付審查－專業服務復能目標達成情形,"支付審核系統（照管平台）個案服務紀錄之「專業服務復能目標達成情形」（svcc_goal_type）代碼，申報 C 碼（專業服務）時填寫，單選。","ValueSet/vs-tw-ltc-feeaudit-svcc-goal-type"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-incident-category,1.1.0,active,"2.25.33230317116842733930145531322860065530",CS_TW_LTC_Incident_Category,長照 SDK－異常紀錄－異常類別,"表單『異常類別』多選。","ValueSet/vs-tw-ltc-incident-category"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-incident-notifmethod,1.1.0,active,"2.25.258319038068702686220303557239347690932",CS_TW_LTC_Incident_NotificationMethod,長照 SDK－異常紀錄－通報方式,"表單『通報方式』多選。","ValueSet/vs-tw-ltc-incident-notifmethod"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-incident-texttype,1.1.0,active,"2.25.33099249899855646668458219133359883971",CS_TW_LTC_Incident_TextType,長照 SDK－異常紀錄－文字區塊類型,"區分各段文字（描述、過程、後續處理、改善建議）。","ValueSet/vs-tw-ltc-incident-texttype"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-service-activity,1.1.0,active,"2.25.21072938616033997982953682109239736427",CS_TW_LTC_ServiceActivity,長照 SDK－服務活動代碼,"此 CodeSystem 定義長照照管服務活動紀錄所使用之代碼。","ValueSet/vs-tw-ltc-service-activity"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-service-group,1.1.0,active,"2.25.5996478484626408882675398597303933331",CS_TW_LTC_ServiceGroup,長照 SDK－服務別（核定用）,"此 CodeSystem 定義長照 SDK 中的服務別（核定用）代碼。","ValueSet/vs-tw-ltc-service-group"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-service-item,1.1.0,active,"2.25.184348551961769739743694697916095980152",CS_TW_LTC_ServiceItem,臺灣長照服務項目代碼,"臺灣長照 2.0 給付之服務項目代碼（AA..GA 系列），涵蓋照顧組合、專業服務、交通接送、喘息服務等項目，適用於長照服務之申請、核定與使用紀錄。","ValueSet/vs-tw-ltc-service-item"
http://ltc-ig.fhir.tw/CodeSystem/cs-tw-ltc-welfare-identity,1.1.0,active,"2.25.111974656758981544413301364790189043260",CS_TW_LTC_WelfareIdentity,長照 SDK－長照福利身分,"此 CodeSystem 定義長照 SDK 中的長照福利身分代碼。","ValueSet/vs-tw-ltc-welfare-identity"
http://ltc-ig.fhir.tw/CodeSystem/hah-activity,1.1.0,draft,,HAHActivityCS,在宅急症－照護活動代碼,"本 IG 用於區分在宅急症照護、服務與工作類型的本地代碼。不是健保支付項目或收案資格。","ValueSet/hah-service,ValueSet/hah-communication"
http://ltc-ig.fhir.tw/CodeSystem/hah-document,1.1.0,draft,,HAHDocumentCS,在宅急症－摘要種類與章節代碼,"本 IG 的結案與轉銜摘要種類及章節。各欄位使用對應值集。","ValueSet/hah-summary-type,ValueSet/hah-section"
http://ltc-ig.fhir.tw/CodeSystem/hah-eligibility,1.1.0,draft,,HAHEligibilityCS,在宅急症－收案評估結果代碼,"評估人員的收案建議；不代表已符合任何特定健保計畫的給付條件。","ValueSet/hah-eligibility"
http://ltc-ig.fhir.tw/CodeSystem/hah-outcome,1.1.0,draft,,HAHOutcomeCS,在宅急症－療程結束原因代碼,"區分療程結束的結果。暫停照護應使用 EpisodeOfCare.status=onhold，不以結束原因取代狀態。","ValueSet/hah-outcome"
http://ltc-ig.fhir.tw/CodeSystem/hah-visit-mode,1.1.0,draft,,HAHVisitModeCS,在宅急症－訪視方式代碼,"記錄實際提供診療或評估的方式。單純排程或通知不算完成訪視。","ValueSet/hah-visit-mode"
